amount,hour,category,distance_from_home,txns_last_hour,is_foreign,is_fraud
23.05,15,subscription,27.51,1,0,0
26.56,21,travel,20.17,2,0,0
4.65,17,retail,29.77,0,0,0
5.85,21,home,46.9,0,0,0
4.03,14,services,43.94,0,0,0
143.62,11,travel,48.39,0,0,0
102.75,12,luxury,27.25,0,0,0
32.3,6,retail,28.53,1,0,0
8.86,15,services,38.55,0,0,0
19.89,9,auto,37.09,2,0,0
25.08,7,services,10.97,1,0,0
135.58,8,auto,6.27,0,0,0
33.42,21,auto,23.0,0,0,0
13.0,7,food,7.13,1,0,0
13.86,11,pharmacy,17.86,1,0,0
5.94,9,retail,41.77,0,0,0
24.02,8,luxury,32.4,0,0,0
3.26,16,auto,31.56,0,0,0
6.81,16,electronics,16.93,2,0,0
36.14,17,travel,18.25,2,1,0
440.94,20,travel,26.99,0,0,0
30.36,9,travel,40.88,0,0,0
28.85,18,electronics,25.03,0,0,0
18.17,15,subscription,45.83,0,0,0
17.75,21,subscription,22.21,0,0,0
222.06,15,luxury,11.11,1,0,0
33.29,15,subscription,16.74,0,1,0
11.67,17,subscription,12.33,0,0,0
21.2,9,electronics,12.2,2,0,0
13.35,23,food,55.15,0,0,0
17.86,11,auto,12.62,0,0,0
4.2,23,auto,17.02,0,0,0
1.1,10,retail,64.81,2,0,0
18.91,23,luxury,66.57,0,0,0
263.57,23,travel,37.33,0,0,0
26.96,18,grocery,12.82,0,0,0
55.03,18,travel,5.16,2,0,0
4.35,23,fuel,16.86,1,0,0
17.96,17,services,10.53,0,0,0
9.89,12,food,9.28,0,0,0
161.14,14,travel,23.27,0,0,0
8.75,19,subscription,28.5,1,0,0
37.75,23,food,58.28,0,1,0
8.88,18,food,23.3,0,0,0
108.41,14,luxury,58.37,1,0,0
245.36,14,electronics,47.02,0,0,0
14.14,11,grocery,5.87,0,0,0
79.74,20,electronics,40.45,2,0,0
16.0,23,subscription,65.43,0,0,0
57.47,17,pharmacy,56.51,0,0,0
19.19,17,hardware,17.43,1,1,0
9.99,20,retail,5.57,1,0,0
22.87,9,home,36.0,2,0,0
50.36,18,travel,21.4,2,0,0
4.68,12,grocery,9.27,0,0,0
5.09,17,auto,19.18,1,0,0
61.74,12,luxury,61.55,1,0,0
4.41,10,pharmacy,20.8,1,0,0
21.18,17,hardware,37.38,0,0,0
6.01,23,pharmacy,17.81,0,0,0
16.66,7,food,49.18,0,1,0
16.67,14,food,33.13,0,0,0
25.63,16,luxury,34.94,0,0,0
15.51,12,services,17.21,0,0,0
9.93,7,grocery,22.86,1,0,0
32.25,19,travel,22.69,0,0,0
7.01,13,auto,11.72,0,0,0
16.77,14,food,32.96,0,0,0
18.8,11,luxury,37.4,2,0,0
1.65,21,food,20.46,0,0,0
283.58,22,luxury,42.01,0,0,0
100.64,11,food,17.97,0,0,0
7.24,19,home,33.35,0,0,0
239.34,13,luxury,30.57,0,0,0
54.05,21,services,16.7,3,0,0
9.36,13,services,39.14,4,0,0
20.2,16,electronics,17.47,1,0,0
77.08,20,retail,91.86,1,1,0
38.38,11,travel,31.59,0,0,0
8.56,10,hardware,42.6,2,1,0
65.46,21,fuel,29.25,0,0,0
94.11,17,luxury,36.47,1,0,0
6.74,18,subscription,4.81,0,0,0
62.36,18,subscription,28.92,1,0,0
3.34,17,grocery,23.3,1,0,0
66.86,4,food,27.33,2,0,0
36.71,17,pharmacy,43.17,2,0,0
6.17,12,hardware,39.51,0,0,0
39.95,21,luxury,0.93,0,0,0
97.61,14,electronics,27.38,0,0,0
15.61,12,food,37.36,5,0,0
23.72,17,retail,16.75,0,0,0
16.07,11,food,58.36,1,0,0
37.75,13,subscription,12.47,1,0,0
17.58,9,auto,6.89,0,0,0
19.86,20,grocery,32.17,1,0,0
160.8,12,luxury,25.58,1,0,1
63.31,15,travel,50.43,4,0,0
47.61,10,subscription,20.51,2,1,0
4.13,6,luxury,31.18,0,0,0
3.36,22,food,26.52,0,0,0
26.44,16,food,51.38,0,0,0
16.28,12,fuel,29.77,0,0,0
3.49,13,grocery,23.2,1,0,0
27.53,16,home,23.55,1,0,0
4.97,10,home,64.03,2,0,0
53.16,18,retail,82.99,1,0,0
7.95,13,food,32.62,1,0,0
7.28,8,retail,13.55,0,0,0
66.78,22,hardware,39.05,2,0,0
6.51,21,home,29.61,1,0,0
38.48,21,grocery,14.63,1,0,0
26.07,15,fuel,20.91,0,0,0
38.69,16,grocery,17.56,1,0,0
4.89,17,subscription,64.59,0,0,0
49.78,11,food,11.01,1,0,0
55.63,22,auto,12.77,0,0,0
8.17,12,hardware,15.81,0,0,0
4.22,23,hardware,3.82,1,0,0
48.35,9,pharmacy,10.72,0,0,0
99.19,15,retail,28.68,1,0,0
238.46,14,travel,30.39,1,0,0
11.75,7,fuel,23.89,1,0,0
39.4,15,services,10.81,1,0,0
4.88,16,fuel,29.42,0,0,0
13.74,16,auto,32.17,1,0,0
76.07,10,pharmacy,43.07,0,0,0
91.28,14,travel,35.29,2,0,0
11.46,14,hardware,31.01,1,0,0
29.47,10,retail,40.41,1,0,0
13.93,19,retail,34.57,0,0,0
7.14,12,travel,61.97,0,0,0
17.18,10,luxury,17.9,0,0,0
46.78,15,luxury,18.15,1,1,0
36.89,23,grocery,12.71,0,0,0
9.74,12,fuel,44.35,0,0,0
21.8,17,luxury,45.94,0,0,0
6.93,12,retail,5.23,0,1,0
1.0,23,hardware,26.6,1,0,0
247.85,23,services,27.73,1,0,0
18.61,23,food,53.39,1,0,0
22.25,17,pharmacy,44.57,0,1,0
8.7,14,services,21.73,0,0,0
3.75,17,services,18.65,0,0,0
3.46,11,subscription,42.12,1,0,0
50.92,13,auto,68.17,0,0,0
9.28,13,electronics,33.19,0,0,0
6.73,19,fuel,22.85,0,0,0
5.49,18,food,48.57,0,0,0
4.61,15,home,22.56,1,0,0
8.4,11,fuel,6.41,0,0,0
17.74,11,retail,6.39,1,0,0
30.27,23,travel,24.95,1,0,0
19.21,16,auto,16.48,0,0,0
25.73,21,travel,15.04,0,0,0
38.06,11,hardware,42.83,0,0,0
7.15,20,services,6.18,2,0,0
19.32,15,food,25.82,1,0,0
83.09,6,travel,42.97,0,0,0
17.18,14,services,35.13,0,0,0
32.52,21,hardware,16.29,0,1,0
51.51,19,luxury,21.72,0,0,0
30.58,17,luxury,27.24,1,0,0
10.21,12,food,50.83,1,0,0
3.72,11,hardware,5.74,0,0,0
97.39,10,retail,44.8,0,0,0
3.94,15,services,54.08,1,0,0
40.9,23,subscription,37.74,0,0,0
13.75,18,auto,5.39,1,0,0
154.0,12,retail,13.92,0,0,0
106.62,9,travel,17.5,0,0,0
10.78,10,travel,35.3,2,1,0
19.81,13,hardware,21.31,1,0,0
77.4,23,travel,24.93,0,0,0
20.87,18,services,37.72,0,0,0
22.54,23,services,28.27,1,0,0
35.37,14,fuel,43.09,1,0,0
86.22,14,electronics,33.45,0,0,0
14.34,18,retail,19.5,3,0,0
53.27,19,luxury,24.22,0,0,0
11.88,7,home,31.15,2,0,0
37.19,18,hardware,30.49,1,0,0
12.04,15,food,20.59,1,0,0
1.07,15,auto,35.48,1,0,0
24.25,7,auto,13.48,0,0,0
52.46,18,grocery,16.83,2,0,0
45.43,23,electronics,62.56,3,0,1
62.88,14,retail,40.06,0,0,0
58.27,13,pharmacy,17.37,0,0,0
29.27,16,grocery,47.96,3,0,0
104.73,12,pharmacy,24.74,0,1,0
39.62,15,retail,22.28,1,0,0
23.51,15,fuel,40.87,0,0,0
8.4,21,travel,11.18,1,0,0
8.13,22,grocery,10.39,1,0,0
11.7,10,home,12.44,0,0,0
4.32,13,pharmacy,10.92,0,0,0
18.31,17,auto,34.69,1,0,0
25.48,8,fuel,34.31,1,0,0
15.19,14,home,23.56,1,0,0
3.24,10,grocery,9.86,0,0,0
29.04,10,electronics,20.66,0,0,0
10.24,12,travel,33.61,0,0,0
60.05,11,luxury,46.82,0,0,0
131.98,11,electronics,41.13,1,0,0
21.1,17,retail,42.24,0,0,0
24.94,11,retail,12.97,0,0,0
29.94,17,electronics,31.0,1,0,0
711.48,14,fuel,31.02,1,0,0
77.52,19,electronics,34.17,0,0,0
25.58,9,subscription,39.89,1,0,0
19.08,10,travel,56.91,0,0,0
17.74,16,grocery,26.94,0,0,0
14.11,13,food,36.34,1,0,0
21.28,17,hardware,37.76,1,0,0
48.15,12,luxury,13.19,0,0,0
14.86,9,home,19.9,0,0,0
4.24,21,retail,25.52,3,0,0
79.03,14,auto,23.59,1,1,0
17.54,13,food,36.45,3,0,0
8.34,15,retail,33.51,1,0,0
112.59,12,travel,7.9,2,0,0
22.47,20,home,27.7,0,0,0
57.67,21,services,55.67,1,0,0
20.54,18,retail,28.71,1,0,0
13.7,18,pharmacy,39.04,0,1,0
96.04,23,electronics,54.13,0,0,0
25.65,13,auto,46.27,1,0,0
20.89,13,auto,97.7,0,0,1
7.04,10,food,29.1,0,0,0
28.61,23,retail,8.16,0,1,0
2.85,7,fuel,43.05,3,0,0
1.15,12,subscription,37.61,0,0,0
87.58,11,electronics,26.2,0,0,0
3.41,9,food,25.76,1,0,0
18.75,4,grocery,14.15,1,1,0
16.11,11,home,25.47,1,0,0
26.43,15,subscription,12.95,2,0,0
20.17,20,home,22.28,1,0,0
5.24,2,grocery,8.16,0,0,0
40.88,6,home,39.13,0,0,0
154.43,12,food,10.57,0,0,0
6.96,20,subscription,18.89,0,0,0
35.92,22,pharmacy,52.99,2,0,0
12.69,17,travel,42.81,0,0,0
10.96,20,auto,23.01,1,0,0
40.02,7,subscription,34.2,0,0,0
25.38,19,food,36.83,0,0,0
8.7,17,fuel,44.36,1,0,0
16.67,7,pharmacy,10.35,0,0,0
179.97,15,luxury,40.49,3,0,0
17.75,14,home,46.33,0,0,0
48.13,19,retail,14.77,0,0,0
1.27,12,hardware,36.82,0,0,0
8.15,15,services,18.81,0,0,0
53.66,16,luxury,7.8,1,0,0
29.83,17,travel,76.55,1,0,0
6.66,17,home,81.71,0,0,0
41.8,18,electronics,17.8,0,0,0
106.04,8,travel,41.2,2,0,0
6.19,9,electronics,22.82,1,0,0
12.02,6,home,4.7,0,0,0
24.27,12,food,49.3,0,0,0
51.48,17,travel,12.36,0,0,0
29.1,20,hardware,18.89,0,0,0
1.42,15,fuel,12.53,2,0,0
46.26,21,home,26.71,0,0,0
35.15,22,hardware,10.16,2,0,0
54.13,17,fuel,11.42,0,0,0
23.04,23,luxury,25.28,0,0,0
72.36,22,subscription,35.82,0,0,0
23.81,16,travel,9.86,1,0,0
87.12,18,food,36.3,1,0,0
18.59,14,hardware,4.15,0,0,0
8.28,16,home,9.95,1,0,0
18.36,22,auto,14.03,1,0,0
100.42,23,electronics,41.32,1,0,0
12.33,12,luxury,7.59,0,0,0
91.26,14,hardware,44.03,2,0,0
14.82,20,travel,26.74,2,0,0
19.94,16,food,42.49,0,0,0
7.11,14,subscription,48.7,0,1,0
37.12,23,fuel,16.12,1,0,0
13.03,21,grocery,47.1,1,0,0
80.95,13,fuel,16.68,0,0,0
155.06,19,travel,22.08,0,0,0
60.33,23,food,33.39,1,0,0
15.42,13,home,38.73,0,0,0
4.04,9,services,27.65,0,0,0
43.17,14,luxury,49.66,0,0,0
25.72,14,food,40.85,2,0,0
17.21,13,fuel,10.82,1,0,0
26.01,17,services,29.14,1,0,0
150.47,18,travel,11.99,0,0,0
21.22,5,pharmacy,26.19,0,0,0
17.85,14,pharmacy,41.28,1,0,0
37.91,6,services,11.67,1,0,0
10.28,9,food,36.57,1,0,0
181.37,7,electronics,8.0,3,0,1
110.22,8,luxury,1.55,0,1,0
166.58,21,luxury,57.91,0,1,1
282.84,22,travel,24.19,0,0,0
163.95,15,electronics,43.72,1,0,0
9.44,13,auto,11.36,1,0,0
13.17,18,pharmacy,10.43,0,0,0
3.83,21,services,28.53,0,0,0
54.71,18,luxury,54.57,0,0,0
35.78,14,pharmacy,68.35,2,0,0
29.56,15,grocery,21.0,1,0,0
30.33,17,fuel,6.96,0,0,0
121.05,12,subscription,24.36,1,0,0
601.96,11,luxury,13.37,0,0,0
4.96,12,home,44.68,0,0,0
10.47,17,pharmacy,13.84,0,0,0
8.44,18,retail,29.54,2,0,0
29.46,15,travel,30.07,3,0,0
67.82,14,hardware,40.91,0,0,0
37.72,21,hardware,44.88,1,0,0
8.75,16,fuel,11.86,0,0,0
19.83,12,travel,35.89,1,1,0
9.47,14,luxury,31.38,2,0,0
21.71,13,retail,54.24,0,0,0
2.53,17,services,25.08,1,0,0
21.21,17,pharmacy,32.04,0,0,0
8.88,20,auto,58.3,0,0,0
5.16,21,services,4.89,1,0,0
3.61,23,luxury,27.74,0,0,0
27.53,14,home,13.26,1,0,0
49.76,21,fuel,17.9,1,0,0
8.66,14,subscription,8.52,2,0,0
68.84,23,luxury,67.98,1,0,0
142.66,22,luxury,11.63,0,0,0
35.74,8,travel,38.46,0,0,0
10.42,18,home,26.63,1,0,0
11.53,14,pharmacy,58.44,0,0,0
12.38,15,services,36.2,0,0,0
30.33,16,retail,24.6,0,0,0
6.05,20,fuel,10.95,0,0,0
10.27,5,pharmacy,3.59,1,0,0
29.09,20,services,1.64,0,0,0
31.52,4,services,72.06,0,0,0
13.94,14,home,39.28,1,0,0
1.09,14,subscription,22.91,5,0,0
10.67,14,food,11.5,1,0,0
30.46,12,pharmacy,27.62,0,0,0
18.43,11,retail,12.91,1,0,0
5.8,18,hardware,8.08,0,0,0
28.18,23,fuel,26.74,0,0,0
60.94,13,fuel,46.62,2,0,0
10.74,15,grocery,12.97,0,0,0
242.48,19,travel,28.27,1,0,0
18.57,16,home,28.61,0,0,0
18.68,15,fuel,19.99,1,0,0
10.84,11,pharmacy,54.08,0,0,0
11.92,8,auto,50.1,0,0,0
16.8,23,electronics,29.25,1,1,0
19.82,16,auto,42.33,0,0,0
217.89,7,electronics,11.88,0,0,0
61.3,9,subscription,17.59,0,0,0
11.26,11,services,7.7,0,0,0
20.77,11,luxury,41.57,1,0,0
23.47,22,subscription,26.5,0,0,0
19.74,11,retail,26.85,0,0,0
20.61,15,travel,28.24,0,0,0
8.76,13,auto,17.93,0,0,0
8.73,12,subscription,28.95,0,0,0
11.6,23,home,26.19,0,0,0
7.12,16,luxury,14.33,0,0,0
3.19,23,food,32.16,1,0,0
46.03,23,auto,38.04,0,0,0
51.21,14,pharmacy,12.55,0,0,0
35.66,23,services,50.57,1,0,0
47.39,22,travel,29.48,1,0,0
15.37,14,subscription,9.77,0,1,0
1.5,15,auto,22.45,0,1,0
16.24,17,food,45.78,3,0,0
31.29,9,luxury,16.22,0,0,0
199.02,10,electronics,14.53,0,0,0
40.08,13,subscription,22.15,1,0,0
11.9,14,food,44.44,2,0,0
221.4,20,home,16.21,0,0,0
56.68,17,services,15.9,1,0,0
51.54,11,grocery,17.38,0,0,0
34.09,17,travel,30.01,1,0,0
10.03,12,subscription,51.05,0,0,0
88.15,21,services,37.6,0,0,0
218.33,13,electronics,48.9,0,0,0
35.79,16,grocery,11.65,0,0,0
6.1,20,food,17.06,2,0,0
150.54,12,subscription,55.07,0,0,0
8.49,16,pharmacy,16.45,1,0,0
9.26,13,grocery,19.75,1,0,0
25.25,19,hardware,19.51,0,0,0
68.06,9,electronics,50.44,1,0,0
12.18,15,retail,52.59,1,0,0
10.65,22,services,16.68,0,0,0
16.66,13,auto,25.6,1,0,0
80.72,10,grocery,8.68,1,1,0
41.06,12,luxury,38.79,0,0,0
76.28,14,food,14.31,2,0,0
7.78,19,grocery,29.51,0,0,0
10.04,5,travel,45.19,0,0,0
11.82,20,food,57.92,0,0,0
63.95,6,retail,38.17,0,0,0
29.28,22,food,18.61,0,0,0
9.02,23,auto,35.52,0,0,0
32.67,15,luxury,15.73,0,0,0
84.99,18,travel,37.66,0,0,0
13.27,7,auto,21.23,0,0,0
50.62,22,luxury,32.99,1,1,0
44.51,7,fuel,23.18,0,0,0
9.64,2,auto,20.58,0,0,0
7.24,20,subscription,14.01,1,0,0
8.54,11,subscription,34.29,0,0,0
129.27,11,luxury,54.87,1,0,1
8.86,17,pharmacy,37.13,0,0,0
4.95,17,food,17.88,1,0,0
13.32,22,services,46.22,2,0,0
86.12,14,electronics,79.71,2,0,0
51.08,17,auto,3.24,0,0,0
45.28,17,home,22.67,0,0,0
17.62,23,auto,38.19,1,1,0
129.26,7,electronics,12.29,0,0,0
21.74,15,home,17.16,0,0,0
71.44,14,luxury,10.66,2,0,0
26.58,14,grocery,20.47,0,0,0
75.8,21,fuel,37.06,1,0,0
21.01,18,auto,7.36,1,0,0
26.91,18,hardware,39.72,1,0,0
65.22,8,food,15.57,1,0,0
42.69,14,home,45.36,0,0,0
24.63,15,grocery,11.58,1,0,0
94.95,17,food,41.7,0,0,0
73.36,9,luxury,46.97,1,0,1
6.53,18,subscription,27.62,1,0,0
48.76,17,fuel,32.8,1,0,0
72.9,16,grocery,56.61,0,1,0
9.58,16,auto,13.28,0,0,0
25.77,11,electronics,33.1,0,0,0
6.24,14,subscription,5.72,1,0,0
2.56,9,retail,69.98,1,0,0
10.98,20,grocery,27.07,0,0,0
7.44,23,food,5.01,2,0,0
39.66,17,food,38.37,2,0,0
10.97,12,home,40.27,0,0,0
112.47,13,luxury,36.25,1,0,0
42.3,16,subscription,29.58,0,0,0
126.6,18,luxury,12.58,0,0,0
21.9,23,food,17.07,1,1,0
30.69,19,subscription,19.39,1,0,0
5.55,10,subscription,26.63,2,0,0
10.46,16,pharmacy,7.14,1,1,0
23.06,12,services,55.72,0,0,0
5.27,15,retail,16.3,0,0,0
59.26,23,electronics,11.98,1,0,0
56.29,12,travel,42.34,1,0,0
5.9,8,auto,36.06,2,0,0
1.85,17,retail,4.72,0,0,0
15.58,14,grocery,20.6,0,1,0
23.33,15,subscription,29.53,0,0,0
52.81,17,luxury,25.41,1,0,0
4.13,6,fuel,11.46,1,0,0
9.16,13,hardware,28.26,0,0,0
10.48,17,fuel,52.06,0,0,0
6.53,10,fuel,6.18,1,0,0
9.27,23,services,17.58,1,0,0
18.06,19,travel,30.1,0,0,0
5.59,17,subscription,41.06,0,0,0
27.12,9,grocery,35.82,0,0,0
18.42,22,home,20.5,1,0,0
9.83,16,services,40.82,2,0,0
7.57,15,auto,31.78,0,0,0
7.03,0,food,7.87,1,0,0
27.91,11,pharmacy,15.96,2,0,0
13.06,13,pharmacy,29.6,1,0,0
34.75,12,pharmacy,8.85,2,0,0
36.99,14,auto,39.76,0,1,0
22.55,4,food,29.01,0,1,0
18.15,11,pharmacy,6.53,0,0,0
35.67,13,electronics,61.07,0,0,0
21.62,19,home,31.93,0,0,0
5.38,18,retail,39.02,1,0,0
30.29,12,electronics,37.0,1,0,0
27.5,15,luxury,48.48,2,0,1
8.98,15,fuel,30.26,0,0,0
24.53,3,grocery,22.5,0,0,0
13.0,14,retail,0.56,1,0,0
58.64,21,retail,15.53,0,0,0
76.04,11,fuel,8.82,1,0,0
10.03,18,retail,68.8,0,0,0
13.42,17,grocery,20.23,4,0,0
11.76,11,home,32.18,0,0,0
18.15,15,home,32.86,1,0,0
4.4,17,subscription,24.3,0,0,0
9.61,18,grocery,17.39,1,0,0
11.47,23,travel,18.71,0,1,0
2.62,17,subscription,3.58,0,0,0
81.37,23,home,25.01,1,0,0
18.27,21,hardware,30.52,1,0,0
13.66,7,auto,45.42,0,0,0
9.07,11,subscription,45.71,0,0,0
65.14,22,travel,34.41,0,0,0
29.18,15,grocery,22.54,0,0,0
50.84,18,auto,15.21,0,0,0
22.72,23,retail,42.91,1,0,0
156.59,16,luxury,31.46,0,0,0
11.66,22,hardware,44.32,0,0,0
5.94,20,food,9.63,0,0,0
10.07,15,pharmacy,5.49,0,0,0
11.33,20,services,1.01,0,0,0
32.27,23,food,10.23,0,0,0
48.19,17,services,4.6,0,0,0
45.23,15,luxury,21.96,1,0,1
258.61,21,home,24.56,0,0,0
69.71,11,travel,16.31,0,0,0
22.13,11,grocery,23.74,0,0,0
25.75,19,luxury,14.97,1,0,0
18.63,16,subscription,17.85,0,0,0
72.2,13,travel,18.05,0,0,0
13.16,11,travel,13.84,0,0,0
16.15,18,food,17.35,0,0,0
7.02,9,subscription,14.21,0,0,0
4.45,5,services,51.38,0,0,0
15.66,16,auto,12.83,1,0,0
41.28,3,electronics,43.62,1,0,0
69.44,19,grocery,29.68,0,0,0
15.25,14,hardware,20.26,0,0,0
332.85,11,travel,11.33,1,0,0
98.74,16,travel,28.9,1,0,0
71.71,7,travel,20.0,0,0,0
14.8,10,electronics,9.91,0,0,0
24.46,8,subscription,19.32,0,0,0
28.87,11,auto,3.66,2,0,0
10.65,10,fuel,18.43,1,0,0
2.19,6,auto,40.5,0,1,0
10.92,23,fuel,29.77,1,1,0
26.23,23,services,21.36,0,0,0
98.39,15,travel,28.01,1,0,0
68.61,17,electronics,51.94,0,0,0
125.74,23,luxury,11.83,0,0,0
73.26,14,travel,20.59,1,0,0
6.55,13,hardware,59.91,0,0,0
34.36,18,travel,23.36,3,0,0
24.63,14,food,20.77,1,0,0
32.27,23,retail,18.66,0,0,0
47.96,0,electronics,34.19,2,0,0
58.34,13,subscription,16.34,0,0,0
13.06,15,auto,45.12,1,0,0
437.98,16,electronics,36.08,1,0,0
67.92,16,luxury,37.61,1,0,0
2.53,16,fuel,15.24,0,0,0
6.33,21,pharmacy,24.82,0,0,0
30.86,9,auto,26.18,0,0,0
9.28,18,retail,12.1,1,0,0
19.49,6,subscription,9.58,0,0,0
11.73,17,auto,28.82,1,1,0
14.96,10,grocery,57.11,1,0,0
36.77,15,hardware,35.55,1,0,0
38.29,12,pharmacy,9.46,2,0,0
62.05,13,grocery,19.75,0,0,0
39.7,20,pharmacy,25.46,0,0,0
13.49,17,food,26.84,0,0,0
12.41,23,home,11.7,1,0,0
58.32,19,electronics,41.74,1,0,0
19.77,23,auto,35.57,1,0,0
4.99,8,auto,6.13,0,0,0
6.76,18,fuel,15.22,0,0,0
19.84,20,travel,35.36,0,0,0
79.28,20,food,14.62,0,0,0
3.13,11,fuel,73.47,0,0,0
9.09,23,electronics,24.84,1,0,0
24.27,9,subscription,42.84,0,0,0
4.95,17,auto,48.41,2,0,0
42.04,23,subscription,29.42,0,0,0
53.67,12,hardware,59.95,0,0,0
26.49,16,subscription,30.48,1,0,0
16.62,10,pharmacy,12.92,1,0,0
28.14,15,retail,33.79,1,0,0
17.98,10,travel,45.26,0,0,0
30.61,19,food,30.17,0,0,0
29.93,15,grocery,65.97,1,0,0
1.89,19,grocery,49.24,0,0,0
31.14,17,grocery,5.04,0,0,0
49.06,6,pharmacy,10.1,0,0,0
25.14,17,pharmacy,19.51,0,0,0
40.61,15,grocery,38.45,0,0,0
16.72,12,fuel,8.96,1,1,0
74.0,19,food,30.99,2,0,0
26.73,18,electronics,6.76,0,0,0
56.56,4,subscription,33.33,0,0,0
31.75,12,subscription,10.11,1,0,0
26.91,23,pharmacy,16.48,0,0,0
14.38,23,subscription,51.37,1,0,0
83.51,19,luxury,30.26,1,0,0
22.34,10,retail,15.02,1,1,0
52.5,14,hardware,47.59,0,0,0
33.99,18,pharmacy,23.3,1,0,0
3.61,16,services,10.11,0,1,0
9.92,9,food,6.31,0,0,0
36.14,22,auto,11.81,1,0,0
22.95,14,home,23.16,0,1,0
41.8,18,travel,34.27,0,0,0
34.54,6,food,2.87,0,0,0
3.07,17,pharmacy,21.49,1,0,0
39.92,4,food,5.12,0,1,0
5.06,20,auto,4.26,1,0,0
49.21,23,travel,42.09,0,0,0
18.85,12,auto,33.64,0,0,0
10.84,21,services,26.67,0,0,0
145.31,23,home,9.97,1,0,0
15.27,17,auto,26.74,0,0,0
13.26,18,fuel,29.37,1,0,0
19.18,14,travel,15.95,1,0,0
37.98,13,electronics,45.27,1,0,0
4.0,19,grocery,9.84,1,0,0
19.13,15,travel,34.65,0,0,0
239.08,13,luxury,45.69,1,0,0
14.88,19,pharmacy,15.02,0,0,0
42.16,10,food,26.15,0,0,0
186.29,12,electronics,39.94,3,0,0
7.83,9,home,68.17,0,0,0
19.84,19,subscription,29.69,2,0,0
94.21,18,travel,6.07,0,0,0
7.21,17,subscription,54.93,0,0,0
33.84,17,services,49.82,1,0,0
159.13,18,electronics,73.85,0,0,0
92.13,12,hardware,17.37,0,0,0
72.54,15,electronics,3.69,1,0,0
1.67,21,fuel,65.72,0,0,0
80.5,14,luxury,29.23,0,0,0
13.45,10,services,37.01,0,0,0
20.81,16,food,56.4,1,0,0
77.27,14,home,13.42,0,0,0
23.64,15,retail,4.51,1,0,0
3.36,16,fuel,16.87,0,0,0
177.12,6,hardware,21.77,0,0,0
23.38,15,travel,34.12,0,0,0
3.06,12,food,14.35,0,0,0
26.42,17,services,20.99,2,0,0
96.61,9,hardware,5.46,1,0,0
62.92,14,fuel,10.77,0,0,0
297.93,19,travel,9.34,0,0,0
6.07,21,subscription,10.79,0,0,0
51.31,16,home,24.03,0,0,0
35.99,22,luxury,25.55,1,0,0
7.23,15,home,15.58,0,0,0
4.01,16,pharmacy,11.66,1,0,0
31.5,20,pharmacy,39.46,0,0,0
31.72,18,subscription,37.66,0,0,0
21.23,19,fuel,4.6,2,0,0
69.52,20,luxury,47.88,0,0,0
33.49,16,auto,14.28,0,0,0
32.79,19,retail,33.64,0,1,0
6.06,16,hardware,11.7,1,0,0
7.23,17,electronics,27.76,0,0,0
24.5,10,home,7.85,1,0,0
81.8,10,services,51.97,0,0,0
4.29,21,services,34.74,0,0,0
4.46,20,hardware,53.83,0,0,0
4.44,21,services,27.65,0,0,0
22.12,16,services,26.72,0,0,0
54.43,19,home,24.58,0,0,0
4.02,15,subscription,39.87,1,0,0
25.51,17,electronics,36.08,2,0,0
42.91,23,fuel,25.32,0,0,0
17.07,3,services,72.66,1,0,0
21.79,17,luxury,2.2,1,0,0
18.36,18,fuel,37.62,0,0,0
23.6,10,electronics,52.96,0,0,0
11.23,14,services,34.63,0,0,0
20.03,12,subscription,23.99,1,0,0
52.48,13,luxury,18.81,0,0,0
17.59,23,pharmacy,29.97,0,0,0
119.21,15,subscription,3.7,0,0,0
49.94,16,subscription,39.22,0,0,0
1.94,22,subscription,94.09,0,0,0
72.41,12,electronics,48.79,0,0,0
122.49,15,travel,36.79,2,0,0
4.13,18,retail,6.81,0,0,0
135.97,11,luxury,42.48,3,0,1
14.97,8,food,10.93,2,0,0
1.32,18,auto,25.2,2,0,0
23.99,16,grocery,47.32,0,0,0
15.99,10,subscription,30.21,1,0,0
8.23,9,subscription,5.61,0,0,0
5.46,13,grocery,12.5,1,0,0
21.28,19,services,32.95,0,0,0
72.97,10,travel,4.18,0,0,0
1.5,11,services,44.5,0,0,0
25.54,14,pharmacy,24.49,0,0,0
21.07,12,hardware,25.46,0,0,0
8.43,23,fuel,41.21,1,0,0
8.66,15,subscription,49.38,2,0,0
188.49,16,services,2.77,0,0,0
95.24,20,electronics,19.31,1,0,0
14.74,16,food,5.0,1,0,0
12.09,11,pharmacy,20.4,0,0,0
16.59,13,food,42.72,1,0,0
35.7,6,auto,24.44,1,1,0
13.74,23,services,34.63,0,0,0
37.76,15,luxury,33.81,0,0,0
215.97,21,electronics,12.72,0,0,0
58.19,15,services,29.76,0,0,0
81.24,14,auto,36.14,0,0,0
4.44,11,hardware,46.33,0,0,0
24.42,18,fuel,22.7,2,1,0
83.62,10,electronics,7.99,1,0,0
10.01,23,home,32.35,0,0,0
16.29,8,fuel,32.65,0,0,0
7.06,10,subscription,42.06,0,0,0
3.36,13,retail,27.28,0,0,0
7.78,16,pharmacy,42.6,0,0,0
50.53,19,luxury,8.25,1,0,0
6.39,16,auto,30.42,0,0,0
51.65,23,services,37.1,0,0,0
41.89,9,services,39.82,0,0,0
30.37,18,luxury,3.5,1,1,0
21.01,10,hardware,15.61,1,0,0
11.99,11,subscription,10.95,3,0,0
